route_id,agency_id,route_short_name,route_long_name,route_type,service_id,pilot_intersecting_trip_patterns,frequency_records,headway_min_s,headway_max_s,calendar_start,calendar_end,schedule_type
1191,KMB,36B,LEI MUK SHUE - JORDAN (WEST KOWLOON STATION),3,287,14,14,900,1500,20200101,20991231,frequency/headway
1191,KMB,36B,LEI MUK SHUE - JORDAN (WEST KOWLOON STATION),3,288,10,10,720,1500,20200101,20991231,frequency/headway
1191,KMB,36B,LEI MUK SHUE - JORDAN (WEST KOWLOON STATION),3,448,9,9,900,1500,20200101,20991231,frequency/headway
1194,KMB,373,FANLING (LUEN WO HUI) - CENTRAL (HONG KONG STATION),3,287,3,0,,,20200101,20991231,specified schedule or no frequency record
1203,KMB,3C,TSZ WAN SHAN (NORTH) - CHINA FERRY TERMINAL,3,287,22,22,720,1800,20200101,20991231,frequency/headway
1203,KMB,3C,TSZ WAN SHAN (NORTH) - CHINA FERRY TERMINAL,3,288,10,10,900,1800,20200101,20991231,frequency/headway
1203,KMB,3C,TSZ WAN SHAN (NORTH) - CHINA FERRY TERMINAL,3,448,10,10,900,1800,20200101,20991231,frequency/headway
1210,KMB,41A,TSING YI (CHEUNG ON ESTATE) - TSIM SHA TSUI EAST,3,287,13,13,600,1500,20200101,20991231,frequency/headway
1210,KMB,41A,TSING YI (CHEUNG ON ESTATE) - TSIM SHA TSUI EAST,3,288,10,10,900,1500,20200101,20991231,frequency/headway
1210,KMB,41A,TSING YI (CHEUNG ON ESTATE) - TSIM SHA TSUI EAST,3,448,8,8,900,1500,20200101,20991231,frequency/headway
1214,KMB,42A,TSING YI (CHEUNG HANG ESTATE) - JORDAN (WEST KOWLOON STATION),3,287,76,76,240,1200,20200101,20991231,frequency/headway
1214,KMB,42A,TSING YI (CHEUNG HANG ESTATE) - JORDAN (WEST KOWLOON STATION),3,288,43,43,360,1200,20200101,20991231,frequency/headway
1214,KMB,42A,TSING YI (CHEUNG HANG ESTATE) - JORDAN (WEST KOWLOON STATION),3,448,89,89,360,1200,20200101,20991231,frequency/headway
1228,KMB,45,KOWLOON CITY FERRY - KWAI CHUNG (LAI YIU ESTATE),3,287,18,18,1200,2400,20200101,20991231,frequency/headway
1228,KMB,45,KOWLOON CITY FERRY - KWAI CHUNG (LAI YIU ESTATE),3,480,9,9,1500,2400,20200101,20991231,frequency/headway
1229,KMB,46,JORDAN (WEST KOWLOON STATION) - KWAI CHUNG (LAI YIU ESTATE),3,287,10,10,900,2100,20200101,20991231,frequency/headway
1229,KMB,46,JORDAN (WEST KOWLOON STATION) - KWAI CHUNG (LAI YIU ESTATE),3,480,4,4,1500,1800,20200101,20991231,frequency/headway
1237,KMB,5,FU SHAN ESTATE - STAR FERRY,3,287,14,14,900,1800,20200101,20991231,frequency/headway
1237,KMB,5,FU SHAN ESTATE - STAR FERRY,3,288,10,10,900,1800,20200101,20991231,frequency/headway
1237,KMB,5,FU SHAN ESTATE - STAR FERRY,3,448,8,8,1200,1800,20200101,20991231,frequency/headway
1250,KMB,5A,KAI TAK (KAI CHING ESTATE) - STAR FERRY,3,319,4,4,1500,1800,20200101,20991231,frequency/headway
1250,KMB,5A,KAI TAK (KAI CHING ESTATE) - STAR FERRY,3,448,2,2,1800,1800,20200101,20991231,frequency/headway
1251,KMB,5C,TSZ WAN SHAN (CENTRAL) - STAR FERRY,3,287,55,55,480,1200,20200101,20991231,frequency/headway
1251,KMB,5C,TSZ WAN SHAN (CENTRAL) - STAR FERRY,3,288,16,16,480,1200,20200101,20991231,frequency/headway
1251,KMB,5C,TSZ WAN SHAN (CENTRAL) - STAR FERRY,3,448,13,13,540,1200,20200101,20991231,frequency/headway
1253,KMB,6,STAR FERRY - LAI CHI KOK,3,287,35,35,480,1500,20200101,20991231,frequency/headway
1253,KMB,6,STAR FERRY - LAI CHI KOK,3,288,39,39,480,1500,20200101,20991231,frequency/headway
1253,KMB,6,STAR FERRY - LAI CHI KOK,3,448,16,16,540,1200,20200101,20991231,frequency/headway
1262,KMB,60X,TUEN MUN CENTRAL - JORDAN (WEST KOWLOON STATION),3,287,67,67,480,1260,20200101,20991231,frequency/headway
1262,KMB,60X,TUEN MUN CENTRAL - JORDAN (WEST KOWLOON STATION),3,288,95,95,360,1200,20200101,20991231,frequency/headway
1262,KMB,60X,TUEN MUN CENTRAL - JORDAN (WEST KOWLOON STATION),3,448,73,73,420,1200,20200101,20991231,frequency/headway
1269,KMB,63X,HUNG SHUI KIU (HUNG FUK ESTATE) - JORDAN (WEST KOWLOON STATION),3,287,15,15,720,1800,20200101,20991231,frequency/headway
1269,KMB,63X,HUNG SHUI KIU (HUNG FUK ESTATE) - JORDAN (WEST KOWLOON STATION),3,288,13,13,900,1800,20200101,20991231,frequency/headway
1269,KMB,63X,HUNG SHUI KIU (HUNG FUK ESTATE) - JORDAN (WEST KOWLOON STATION),3,448,12,12,900,1800,20200101,20991231,frequency/headway
1295,KMB,69X,TIN SHUI ESTATE - JORDAN (WEST KOWLOON STATION),3,287,17,17,720,1800,20200101,20991231,frequency/headway
1295,KMB,69X,TIN SHUI ESTATE - JORDAN (WEST KOWLOON STATION),3,288,12,12,720,1800,20200101,20991231,frequency/headway
1295,KMB,69X,TIN SHUI ESTATE - JORDAN (WEST KOWLOON STATION),3,448,9,9,1200,1800,20200101,20991231,frequency/headway
1297,KMB,6C,KOWLOON CITY FERRY - MEI FOO,3,287,18,18,600,1500,20200101,20991231,frequency/headway
1297,KMB,6C,KOWLOON CITY FERRY - MEI FOO,3,288,14,14,600,1500,20200101,20991231,frequency/headway
1297,KMB,6C,KOWLOON CITY FERRY - MEI FOO,3,448,15,15,600,1500,20200101,20991231,frequency/headway
1299,KMB,6F,KOWLOON CITY FERRY - CHEUNG SHA WAN (LAI KOK ESTATE),3,287,7,7,1500,2100,20200101,20991231,frequency/headway
1299,KMB,6F,KOWLOON CITY FERRY - CHEUNG SHA WAN (LAI KOK ESTATE),3,288,8,8,1500,2100,20200101,20991231,frequency/headway
1299,KMB,6F,KOWLOON CITY FERRY - CHEUNG SHA WAN (LAI KOK ESTATE),3,448,3,3,1800,2100,20200101,20991231,frequency/headway
1300,KMB,7,STAR FERRY - LOK FU,3,287,16,16,900,1800,20200101,20991231,frequency/headway
1300,KMB,7,STAR FERRY - LOK FU,3,288,12,12,1200,1800,20200101,20991231,frequency/headway
1300,KMB,7,STAR FERRY - LOK FU,3,448,4,4,1500,1800,20200101,20991231,frequency/headway
1324,KMB,7B,HUNG HOM (HUNG LUEN ROAD) - LOK FU,3,287,10,10,1200,2100,20200101,20991231,frequency/headway
1324,KMB,7B,HUNG HOM (HUNG LUEN ROAD) - LOK FU,3,288,6,6,1800,2100,20200101,20991231,frequency/headway
1324,KMB,7B,HUNG HOM (HUNG LUEN ROAD) - LOK FU,3,448,6,6,1800,2100,20200101,20991231,frequency/headway
1326,KMB,8,STAR FERRY - KOWLOON STATION,3,287,13,13,1200,1800,20200101,20991231,frequency/headway
1326,KMB,8,STAR FERRY - KOWLOON STATION,3,288,8,8,1200,1800,20200101,20991231,frequency/headway
1326,KMB,8,STAR FERRY - KOWLOON STATION,3,448,13,13,1200,1800,20200101,20991231,frequency/headway
1334,KMB,81,WO CHE - JORDAN (WEST KOWLOON STATION),3,287,17,17,660,1800,20200101,20991231,frequency/headway
1334,KMB,81,WO CHE - JORDAN (WEST KOWLOON STATION),3,288,12,12,720,1800,20200101,20991231,frequency/headway
1334,KMB,81,WO CHE - JORDAN (WEST KOWLOON STATION),3,448,18,18,720,1800,20200101,20991231,frequency/headway
1336,KMB,81C,YIU ON - TSIM SHA TSUI EAST (MODY ROAD),3,287,15,15,600,3600,20200101,20991231,frequency/headway
1336,KMB,81C,YIU ON - TSIM SHA TSUI EAST (MODY ROAD),3,288,13,13,720,3600,20200101,20991231,frequency/headway
1336,KMB,81C,YIU ON - TSIM SHA TSUI EAST (MODY ROAD),3,448,15,15,720,1800,20200101,20991231,frequency/headway
1371,KMB,87D,KAM YING COURT - HUNG HOM STATION,3,287,23,23,360,1500,20200101,20991231,frequency/headway
1371,KMB,87D,KAM YING COURT - HUNG HOM STATION,3,288,21,21,360,1200,20200101,20991231,frequency/headway
1371,KMB,87D,KAM YING COURT - HUNG HOM STATION,3,448,20,20,480,1200,20200101,20991231,frequency/headway
1390,KMB,8A,WHAMPOA GARDEN - TSIM SHA TSUI (CIRCULAR),3,511,2,2,1500,1800,20200101,20991231,frequency/headway
1391,KMB,8P,LAGUNA VERDE - TSIM SHA TSUI (CIRCULAR),3,287,9,9,900,1800,20200101,20991231,frequency/headway
1391,KMB,8P,LAGUNA VERDE - TSIM SHA TSUI (CIRCULAR),3,480,5,5,1200,1800,20200101,20991231,frequency/headway
1392,KMB,9,CHOI FOOK - TSIM SHA TSUI EAST (MODY ROAD),3,287,16,16,1200,1800,20200101,20991231,frequency/headway
1392,KMB,9,CHOI FOOK - TSIM SHA TSUI EAST (MODY ROAD),3,288,14,14,1200,1800,20200101,20991231,frequency/headway
1392,KMB,9,CHOI FOOK - TSIM SHA TSUI EAST (MODY ROAD),3,448,9,9,1200,1800,20200101,20991231,frequency/headway
1396,KMB+CTB,914,HOI LAI ESTATE - CAUSEWAY BAY (TIN HAU),3,287,19,19,780,1800,20200101,20991231,frequency/headway
1396,KMB+CTB,914,HOI LAI ESTATE - CAUSEWAY BAY (TIN HAU),3,288,17,17,900,1740,20200101,20991231,frequency/headway
1396,KMB+CTB,914,HOI LAI ESTATE - CAUSEWAY BAY (TIN HAU),3,448,13,13,900,1800,20200101,20991231,frequency/headway
1397,KMB+CTB,914X,HOI LAI ESTATE - CAUSEWAY BAY (TIN HAU),3,287,2,0,,,20200101,20991231,specified schedule or no frequency record
1403,KMB,93K,TSUI LAM - MONG KOK EAST STATION,3,287,15,15,1020,1800,20200101,20991231,frequency/headway
1403,KMB,93K,TSUI LAM - MONG KOK EAST STATION,3,288,5,5,1500,1800,20200101,20991231,frequency/headway
1403,KMB,93K,TSUI LAM - MONG KOK EAST STATION,3,448,4,4,1500,1800,20200101,20991231,frequency/headway
1408,KMB,95,TSUI LAM - KOWLOON STATION,3,287,12,12,720,1800,20200101,20991231,frequency/headway
1408,KMB,95,TSUI LAM - KOWLOON STATION,3,288,9,9,900,1800,20200101,20991231,frequency/headway
1408,KMB,95,TSUI LAM - KOWLOON STATION,3,448,6,6,1200,1800,20200101,20991231,frequency/headway
1419,KMB,98D,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL) - TSIM SHA TSUI EAST,3,287,29,29,360,1800,20200101,20991231,frequency/headway
1419,KMB,98D,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL) - TSIM SHA TSUI EAST,3,288,28,28,480,1800,20200101,20991231,frequency/headway
1419,KMB,98D,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL) - TSIM SHA TSUI EAST,3,448,12,12,600,1800,20200101,20991231,frequency/headway
1420,KMB,98P,HONG SING GARDEN - TSIM SHA TSUI EAST,3,287,2,0,,,20200101,20991231,specified schedule or no frequency record
1420,KMB,98P,HONG SING GARDEN - TSIM SHA TSUI EAST,3,288,1,0,,,20200101,20991231,specified schedule or no frequency record
1423,KMB,98D,LOHAS PARK STATION - TSIM SHA TSUI EAST,3,287,4,0,,,20200101,20991231,specified schedule or no frequency record
1430,KMB+CTB,N121,CENTRAL (MACAO FERRY) - NGAU TAU KOK,3,319,21,21,900,1800,20200101,20991231,frequency/headway
1430,KMB+CTB,N121,CENTRAL (MACAO FERRY) - NGAU TAU KOK,3,448,20,20,900,1800,20200101,20991231,frequency/headway
1431,KMB+CTB,N122,MEI FOO - SHAU KEI WAN,3,511,6,6,1020,2100,20200101,20991231,frequency/headway
1432,KMB+CTB,N170,SHATIN CENTRAL - WAH FU (CENTRAL),3,511,4,4,1320,1800,20200101,20991231,frequency/headway
1433,KMB+CTB,N171,LAI CHI KOK - AP LEI CHAU ESTATE,3,511,2,2,1800,1800,20200101,20991231,frequency/headway
1434,KMB+CTB,N182,KWONG YUEN - CENTRAL (MACAO FERRY),3,511,6,6,900,1500,20200101,20991231,frequency/headway
1435,KMB,N216,YAU TONG - HUNG HOM STATION,3,511,5,5,1500,1800,20200101,20991231,frequency/headway
1437,KMB,N241,HUNG HOM STATION - TSING YI (CHEUNG WANG ESTATE),3,511,3,3,1500,1800,20200101,20991231,frequency/headway
1441,KMB,N271,TAI PO (FU HENG) - HUNG HOM STATION,3,511,6,6,1200,1800,20200101,20991231,frequency/headway
1443,KMB,N281,KAM YING COURT - HUNG HOM STATION,3,511,6,6,1200,1800,20200101,20991231,frequency/headway
1475,CTB,H1,CENTRAL (STAR FERRY) - TSIM SHA TSUI,3,319,1,1,1800,1800,20200101,20991231,frequency/headway
1482,KMB+CTB,101,KWUN TONG (YUE MAN SQUARE) - KENNEDY TOWN,3,287,78,78,240,1620,20200101,20991231,frequency/headway
1482,KMB+CTB,101,KWUN TONG (YUE MAN SQUARE) - KENNEDY TOWN,3,288,86,86,240,1620,20200101,20991231,frequency/headway
1482,KMB+CTB,101,KWUN TONG (YUE MAN SQUARE) - KENNEDY TOWN,3,448,68,68,300,1620,20200101,20991231,frequency/headway
1484,KMB+CTB,102,SHAU KEI WAN - MEI FOO,3,287,70,70,300,1200,20200101,20991231,frequency/headway
1484,KMB+CTB,102,SHAU KEI WAN - MEI FOO,3,288,73,73,300,1200,20200101,20991231,frequency/headway
1484,KMB+CTB,102,SHAU KEI WAN - MEI FOO,3,448,62,62,300,1260,20200101,20991231,frequency/headway
1490,KMB+CTB,106P,SIU SAI WAN (ISLAND RESORT) - WONG TAI SIN (MORNING PEAK),3,287,8,0,,,20200101,20991231,specified schedule or no frequency record
1491,KMB+CTB,107,KOWLOON BAY - WAH KWAI,3,287,64,64,300,1200,20200101,20991231,frequency/headway
1491,KMB+CTB,107,KOWLOON BAY - WAH KWAI,3,288,46,46,360,1500,20200101,20991231,frequency/headway
1491,KMB+CTB,107,KOWLOON BAY - WAH KWAI,3,448,45,45,600,1500,20200101,20991231,frequency/headway
1492,KMB+CTB,107P,HUNG HOM (LAGUNA VERDE) - CYBERPORT,3,287,3,0,,,20200101,20991231,specified schedule or no frequency record
1492,KMB+CTB,107P,HUNG HOM (LAGUNA VERDE) - CYBERPORT,3,288,2,0,,,20200101,20991231,specified schedule or no frequency record
1492,KMB+CTB,107P,HUNG HOM (LAGUNA VERDE) - CYBERPORT,3,319,2,0,,,20200101,20991231,specified schedule or no frequency record
1493,KMB+CTB,106A,WONG TAI SIN - TAI KOO (KORNHILL PLAZA),3,287,1,1,600,600,20200101,20991231,frequency/headway
1497,KMB+CTB,111,PING SHEK / CHOI HUNG STATION - CENTRAL (MACAO FERRY),3,287,52,52,300,1800,20200101,20991231,frequency/headway
1497,KMB+CTB,111,PING SHEK / CHOI HUNG STATION - CENTRAL (MACAO FERRY),3,288,28,28,600,1800,20200101,20991231,frequency/headway
1497,KMB+CTB,111,PING SHEK / CHOI HUNG STATION - CENTRAL (MACAO FERRY),3,448,36,36,360,1800,20200101,20991231,frequency/headway
1498,KMB+CTB,111P,CHOI FOOK - CENTRAL (MACAO FERRY),3,287,7,0,,,20200101,20991231,specified schedule or no frequency record
1498,KMB+CTB,111P,CHOI FOOK - CENTRAL (MACAO FERRY),3,288,2,0,,,20200101,20991231,specified schedule or no frequency record
1499,KMB+CTB,113,CHOI HUNG - KENNEDY TOWN (BELCHER BAY),3,287,36,36,900,1800,20200101,20991231,frequency/headway
1499,KMB+CTB,113,CHOI HUNG - KENNEDY TOWN (BELCHER BAY),3,288,24,24,900,1800,20200101,20991231,frequency/headway
1499,KMB+CTB,113,CHOI HUNG - KENNEDY TOWN (BELCHER BAY),3,448,18,18,1200,1800,20200101,20991231,frequency/headway
1505,KMB+CTB,118P,SIU SAI WAN (ISLAND RESORT) - CHEUNG SHA WAN (SHAM MONG ROAD),3,287,19,0,,,20200101,20991231,specified schedule or no frequency record
1505,KMB+CTB,118P,SIU SAI WAN (ISLAND RESORT) - CHEUNG SHA WAN (SHAM MONG ROAD),3,288,9,0,,,20200101,20991231,specified schedule or no frequency record
1506,KMB+CTB,118P,SIU SAI WAN (ISLAND RESORT) - KEI WING PRIMARY SCHOOL,3,287,1,0,,,20200101,20991231,specified schedule or no frequency record
1513,KMB+CTB,171,LAI CHI KOK - SOUTH HORIZONS,3,287,29,29,900,1800,20200101,20991231,frequency/headway
1513,KMB+CTB,171,LAI CHI KOK - SOUTH HORIZONS,3,288,23,23,720,1800,20200101,20991231,frequency/headway
1513,KMB+CTB,171,LAI CHI KOK - SOUTH HORIZONS,3,448,36,36,720,1620,20200101,20991231,frequency/headway
1514,KMB+CTB,171P,SOUTH HORIZONS - LAI CHI KOK,3,287,4,0,,,20200101,20991231,specified schedule or no frequency record
1514,KMB+CTB,171P,SOUTH HORIZONS - LAI CHI KOK,3,288,1,0,,,20200101,20991231,specified schedule or no frequency record
1515,KMB+CTB,171A,LEI TUNG ESTATE - LAI CHI KOK,3,287,4,0,,,20200101,20991231,specified schedule or no frequency record
1569,KMB+CTB,118,CHAI WAN (GREENWOOD TERRACE) - CHEUNG SHA WAN (SHAM MONG ROAD),3,287,2,0,,,20200101,20991231,specified schedule or no frequency record
1569,KMB+CTB,118,CHAI WAN (GREENWOOD TERRACE) - CHEUNG SHA WAN (SHAM MONG ROAD),3,288,1,0,,,20200101,20991231,specified schedule or no frequency record
1665,CTB,970,CYBERPORT - SO UK ESTATE,3,287,55,55,300,1320,20200101,20991231,frequency/headway
1665,CTB,970,CYBERPORT - SO UK ESTATE,3,288,27,27,600,1200,20200101,20991231,frequency/headway
1665,CTB,970,CYBERPORT - SO UK ESTATE,3,448,16,16,660,1200,20200101,20991231,frequency/headway
1667,CTB,973,TSIM SHA TSUI EAST (MODY ROAD) - STANLEY,3,287,4,4,1800,3600,20200101,20991231,frequency/headway
1673,CTB,A21,HUNG HOM STATION - AIRPORT (GROUND TRANSPORTATION CENTRE),3,287,17,17,480,1800,20200101,20991231,frequency/headway
1673,CTB,A21,HUNG HOM STATION - AIRPORT (GROUND TRANSPORTATION CENTRE),3,288,17,17,480,1800,20200101,20991231,frequency/headway
1673,CTB,A21,HUNG HOM STATION - AIRPORT (GROUND TRANSPORTATION CENTRE),3,448,13,13,600,1800,20200101,20991231,frequency/headway
1677,CTB,E21X,TUNG CHUNG (MUN TUNG ESTATE) - HUNG HOM STATION,3,319,1,0,,,20200101,20991231,specified schedule or no frequency record
1682,CTB,E23,TSZ WAN SHAN (SOUTH) - AIRPORT (GROUND TRANSPORTATION CENTRE),3,287,9,9,720,1800,20200101,20991231,frequency/headway
1682,CTB,E23,TSZ WAN SHAN (SOUTH) - AIRPORT (GROUND TRANSPORTATION CENTRE),3,288,6,6,1200,1800,20200101,20991231,frequency/headway
1682,CTB,E23,TSZ WAN SHAN (SOUTH) - AIRPORT (GROUND TRANSPORTATION CENTRE),3,448,4,4,1200,1800,20200101,20991231,frequency/headway
1688,CTB,N11,CENTRAL (MACAO FERRY) - AIRPORT (GROUND TRANSPORTATION CENTRE),3,511,8,0,,,20200101,20991231,specified schedule or no frequency record
1689,KMB+CTB,N118,CHEUNG SHA WAN (SHAM MONG ROAD) - SIU SAI WAN (ISLAND RESORT),3,511,12,12,1200,1800,20200101,20991231,frequency/headway
1695,CTB,N21,TSIM SHA TSUI (STAR FERRY) - AIRPORT (GROUND TRANSPORTATION CENTRE),3,511,20,0,,,20200101,20991231,specified schedule or no frequency record
1696,CTB,N21A,TSIM SHA TSUI (STAR FERRY) - AIRPORT (VIA YAT TUNG ESTATE),3,511,3,0,,,20200101,20991231,specified schedule or no frequency record
1697,CTB,N23,TSZ WAN SHAN (NORTH) - TUNG CHUNG STATION,3,511,5,0,,,20200101,20991231,specified schedule or no frequency record
1745,KMB+CTB,104,KENNEDY TOWN - SHAM SHUI PO (PAK TIN ESTATE),3,287,28,28,840,1800,20200101,20991231,frequency/headway
1745,KMB+CTB,104,KENNEDY TOWN - SHAM SHUI PO (PAK TIN ESTATE),3,288,27,27,840,1800,20200101,20991231,frequency/headway
1745,KMB+CTB,104,KENNEDY TOWN - SHAM SHUI PO (PAK TIN ESTATE),3,448,30,30,1200,1800,20200101,20991231,frequency/headway
1747,KMB+CTB,118,CHEUNG SHA WAN (SHAM MONG ROAD) - SIU SAI WAN (ISLAND RESORT),3,287,57,57,300,1200,20200101,20991231,frequency/headway
1747,KMB+CTB,118,CHEUNG SHA WAN (SHAM MONG ROAD) - SIU SAI WAN (ISLAND RESORT),3,288,103,103,240,1020,20200101,20991231,frequency/headway
1747,KMB+CTB,118,CHEUNG SHA WAN (SHAM MONG ROAD) - SIU SAI WAN (ISLAND RESORT),3,448,107,107,240,1200,20200101,20991231,frequency/headway
1801,CTB,970X,TIN WAN - CHEUNG SHA WAN (KOM TSUN STREET),3,287,7,0,,,20200101,20991231,specified schedule or no frequency record
1801,CTB,970X,TIN WAN - CHEUNG SHA WAN (KOM TSUN STREET),3,288,7,0,,,20200101,20991231,specified schedule or no frequency record
1802,CTB,970X,ABERDEEN - CHEUNG SHA WAN (KOM TSUN STREET),3,287,28,28,540,1500,20200101,20991231,frequency/headway
1802,CTB,970X,ABERDEEN - CHEUNG SHA WAN (KOM TSUN STREET),3,288,27,27,600,1440,20200101,20991231,frequency/headway
1802,CTB,970X,ABERDEEN - CHEUNG SHA WAN (KOM TSUN STREET),3,448,17,17,720,1200,20200101,20991231,frequency/headway
1807,CTB,A22,LAM TIN STATION - AIRPORT (GROUND TRANSPORTATION CENTRE),3,287,12,12,900,3600,20200101,20991231,frequency/headway
1807,CTB,A22,LAM TIN STATION - AIRPORT (GROUND TRANSPORTATION CENTRE),3,288,12,12,900,3600,20200101,20991231,frequency/headway
1807,CTB,A22,LAM TIN STATION - AIRPORT (GROUND TRANSPORTATION CENTRE),3,448,10,10,900,3600,20200101,20991231,frequency/headway
1808,CTB,A22,LAM TIN STATION - AIRPORT (GROUND TRANSPORTATION CENTRE) (VIA CATHAY CITY),3,287,2,0,,,20200101,20991231,specified schedule or no frequency record
1818,KMB,271P,KAU LUNG HANG - TSIM SHA TSUI (CANTON ROAD),3,287,2,0,,,20200101,20991231,specified schedule or no frequency record
1892,KMB,N368,YUEN LONG (WEST) - CENTRAL (MACAO FERRY),3,511,23,23,1200,1500,20200101,20991231,frequency/headway
1992,XB,Yau Tsim - Huanggang,YAU TSIM - HUANGGANG (LATE NIGHT DEPARTURES),3,511,35,35,600,4500,20200101,20991231,frequency/headway
2000976,GMB,43M,TAI KOK TSUI (CHERRY STREET) - YAU MA TEI MTR STATION (CIRCULAR),3,511,1,1,300,300,20200101,20991231,frequency/headway
2000977,GMB,43M,MONG KOK (PARK AVENUE) BUS TERMINUS - YAU MA TEI MTR STATION (CIRCULAR) (NIGHT SERVICE),3,511,1,1,900,900,20200101,20991231,frequency/headway
2000978,GMB,43M,MONG KOK (PARK AVENUE) BUS TERMINUS - YAU MA TEI MTR STATION (CIRCULAR) (SHORT-WORKING SERVICE 2.0),3,511,2,2,300,300,20200101,20991231,frequency/headway
2000982,GMB,43M,MONG KOK (PARK AVENUE) BUS TERMINUS - YAU MA TEI MTR STATION (CIRCULAR) (SHORT-WORKING SERVICE 2.2),3,511,1,1,600,600,20200101,20991231,frequency/headway
2000983,GMB,43M,YAN CHEUNG ROAD (THE CORONATION) - YAU MA TEI MTR STATION (CIRCULAR) (SPECIAL MORNING SERVICE),3,511,1,1,900,900,20200101,20991231,frequency/headway
2001161,GMB,610S,TIN SHUI WAI (TIN SHUI ESTATE) - TSIM SHA TSUI (HAIPHONG ROAD) ,3,511,4,4,720,900,20200101,20991231,frequency/headway
2001557,GMB,80M,PARC PALAIS - JORDAN STATION (CIRCULAR),3,287,1,1,600,600,20200101,20991231,frequency/headway
2001557,GMB,80M,PARC PALAIS - JORDAN STATION (CIRCULAR),3,480,1,1,900,900,20200101,20991231,frequency/headway
2002815,GMB,26,TO KWA WAN (CHI KIANG STREET) - KOWLOON STATION ,3,511,10,10,600,720,20200101,20991231,frequency/headway
2002846,GMB,26A,WHAMPOA GARDEN PUBLIC TRANSPORT INTERCHANGE - TSIM SHA TSUI (CANTON ROAD) (CIRCULAR) (SUPPLEMENTARY SERVICE),3,511,1,1,600,600,20200101,20991231,frequency/headway
2002849,GMB,26H,QUEEN ELIZABETH HOSPITAL - HUNG HOM STATION (CIRCULAR) (SUPPLEMENTARY SERVICE),3,287,26,26,600,1800,20200101,20991231,frequency/headway
2002849,GMB,26H,QUEEN ELIZABETH HOSPITAL - HUNG HOM STATION (CIRCULAR) (SUPPLEMENTARY SERVICE),3,288,1,1,1800,1800,20200101,20991231,frequency/headway
2002849,GMB,26H,QUEEN ELIZABETH HOSPITAL - HUNG HOM STATION (CIRCULAR) (SUPPLEMENTARY SERVICE),3,448,1,1,1800,1800,20200101,20991231,frequency/headway
2002850,GMB,26X,LAGUNA VERDE - JORDAN (FERRY STREET) (CIRCULAR) (EXPRESS SERVICE),3,319,2,2,1200,1200,20200101,20991231,frequency/headway
2003339,GMB,77M,KOWLOON STATION - EAST TSIM SHA TSUI (CIRCULAR),3,511,57,57,900,1200,20200101,20991231,frequency/headway
2003438,GMB,78,TAI KOK TSUI(ISLAND HARBOURVIEW) PUBLIC TRANSPORT INTERCHANGE - TSIM SHA TSUI (PEKING ROAD) (CIRCULAR),3,511,5,5,720,840,20200101,20991231,frequency/headway
2003471,GMB,78A,TAI KOK TSUI(ISLAND HARBOURVIEW) PUBLIC TRANSPORT INTERCHANGE - TSIM SHA TSUI (PEKING ROAD)  (SHORTWORKING SERVICE),3,383,1,1,3600,3600,20200101,20991231,frequency/headway
2004395,GMB,62S,LAM TIN (KWONG TIN ESTATE) - TSIM SHA TSUI ,3,511,4,4,1080,1200,20200101,20991231,frequency/headway
2004463,GMB,57M,JORDAN STATION (NANKING STREET) - QUEEN ELIZABETH HOSPITAL ,3,511,8,8,300,900,20200101,20991231,frequency/headway
2006276,GMB,3,TSIM SHA TSUI (ASHLEY ROAD) - COSMOPOLITAN ESTATES ,3,511,18,18,180,600,20200101,20991231,frequency/headway
2006283,GMB,3,TSIM SHA TSUI (ASHLEY ROAD) - COSMOPOLITAN ESTATES  (MORNING BUSY ROUTE (VIA FERRY STREET),3,511,1,1,180,180,20200101,20991231,frequency/headway
2006309,GMB,8,TSIM SHA TSUI (HANKOW ROAD) - HO MAN TIN ESTATE ,3,319,194,194,240,600,20200101,20991231,frequency/headway
2006309,GMB,8,TSIM SHA TSUI (HANKOW ROAD) - HO MAN TIN ESTATE ,3,448,7,7,360,600,20200101,20991231,frequency/headway
2006312,GMB,8,TSIM SHA TSUI (HANKOW ROAD) - HO MAN TIN (CHUNG HAU STREET)  (SHORT WORKING TRIPS),3,319,4,4,420,420,20200101,20991231,frequency/headway
2006314,GMB,8,TSIM SHA TSUI (HANKOW ROAD) - HO MAN TIN ESTATE  (SPECIAL TRIPS (VIA HUNG HOM BYPASS),3,319,2,2,1800,1800,20200101,20991231,frequency/headway
2006315,GMB,8S,TSIM SHA TSUI (HANKOW ROAD) - HO MAN TIN (SHEUNG FOO STREET) ,3,319,36,36,300,660,20200101,20991231,frequency/headway
2006315,GMB,8S,TSIM SHA TSUI (HANKOW ROAD) - HO MAN TIN (SHEUNG FOO STREET) ,3,448,7,7,360,600,20200101,20991231,frequency/headway
2006317,GMB,8S,TSIM SHA TSUI (HANKOW ROAD) - HO MAN TIN (SHEUNG FOO STREET)  (SPECIAL TRIPS (VIA HUNG HOM BYPASS),3,319,2,2,1800,1800,20200101,20991231,frequency/headway
2006318,GMB,8M,HO MAN TIN (SHEUNG WO STREET) - HO MAN TIN STATION ,3,511,10,10,480,900,20200101,20991231,frequency/headway
