source_execution_id,source_registry,source_record_id,source_country_code,content_sha256,terminal_status,content_parse_status,network_snapshot_view,preexisting_local_zip_view,source_record_count_for_content_sha,duplicate_source_record_for_same_content_sha,city_id,city_name,country_iso3,inside_polygon_stop_rows,unique_inside_stop_row_keys,unique_inside_stop_ids,primary_assignment_rule,all_retained_view,relationship_status,evidence_type
v23a_transitland_f-9-flixbus_static_current__g4638,Transitland Atlas local DMFR,f-9-flixbus,,bf36c3dc85e9f0c6e2224bc5ddf1fbb0b2fdbb842f2638ba5729342cc5b18b23,complete_downloaded_and_parsed,parsed,yes,no,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4092,Sacramento,USA,2,2,2,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-76__g616,Mobility Database local feeds_v2,mdb-76,US,c9633fc2dffd25c525598c60fc218d3d25e01c81ec7db36044f9fdda5c3d4edd,complete_downloaded_and_parsed,parsed,yes,no,2,yes,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4092,Sacramento,USA,7,7,7,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_transitland_f-9qc-fairfield~ca~us_static_current__g4223,Transitland Atlas local DMFR,f-9qc-fairfield~ca~us,,c9633fc2dffd25c525598c60fc218d3d25e01c81ec7db36044f9fdda5c3d4edd,complete_downloaded_and_parsed,parsed,yes,no,2,yes,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4092,Sacramento,USA,7,7,7,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_transitland_f-csus~ca~us_static_current__g6035,Transitland Atlas local DMFR,f-csus~ca~us,,d06a1769ee48a2624d13df43cba593b1be4ca22b7a958f6b8271c1a93c02f38b,complete_downloaded_and_parsed,parsed,yes,no,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4092,Sacramento,USA,20,20,20,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-817__g1357,Mobility Database local feeds_v2,mdb-817,US,dbf30a47865de332a69d5b3fb2fae8cf914d0bff5bf098fc610e50fc93626d57,complete_downloaded_and_parsed,parsed,yes,no,2,yes,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4092,Sacramento,USA,14,14,14,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_transitland_f-southcountytransitlink~ca~us_static_historic__g5892,Transitland Atlas local DMFR,f-southcountytransitlink~ca~us,,dbf30a47865de332a69d5b3fb2fae8cf914d0bff5bf098fc610e50fc93626d57,complete_downloaded_and_parsed,parsed,yes,no,2,yes,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4092,Sacramento,USA,14,14,14,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-2174__g2187,Mobility Database local feeds_v2,mdb-2174,US,dd770c124c4cdd96b5e79bf4a29e1b061a08d2d8e9625fefa9a51034b74ea0f7,complete_downloaded_and_parsed,parsed,yes,no,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4092,Sacramento,USA,1,1,1,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_transitland_f-9qcs-rosevilletransit_static_current__g6373,Transitland Atlas local DMFR,f-9qcs-rosevilletransit,,e28d03b3c8824eeb97db27797ad582675017cc2a1dffc75c6d09365111212ed4,complete_downloaded_and_parsed,parsed,yes,no,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4092,Sacramento,USA,173,173,173,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-74__g614,Mobility Database local feeds_v2,mdb-74,US,e30a7132c705783868c8f4717bec0a09789b7587c576419d1559d13150bdd5c4,complete_downloaded_and_parsed,parsed,yes,no,2,yes,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4092,Sacramento,USA,2,2,2,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_tfs-825__g3736,Mobility Database local feeds_v2,tfs-825,US,e30a7132c705783868c8f4717bec0a09789b7587c576419d1559d13150bdd5c4,complete_downloaded_and_parsed,parsed,yes,no,2,yes,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4092,Sacramento,USA,2,2,2,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_transitland_f-9qcd-etranelkgrove_static_current__g5889,Transitland Atlas local DMFR,f-9qcd-etranelkgrove,,e59ff47060b8a434fc18d0bb83f65c4182153d96b7650b0c1a12892137af78e1,complete_downloaded_and_parsed,parsed,yes,no,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4092,Sacramento,USA,427,427,427,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-79__g619,Mobility Database local feeds_v2,mdb-79,US,ea1ee93b472bde68b62f28e157c39cd23bde73b2268539fe3e0cc1c56f9571e3,complete_downloaded_and_parsed,parsed,yes,no,2,yes,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4092,Sacramento,USA,8,8,8,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_transitland_f-9qc-yubasutter~ca~us_static_current__g6170,Transitland Atlas local DMFR,f-9qc-yubasutter~ca~us,,ea1ee93b472bde68b62f28e157c39cd23bde73b2268539fe3e0cc1c56f9571e3,complete_downloaded_and_parsed,parsed,yes,no,2,yes,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4092,Sacramento,USA,8,8,8,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-2321__g2314,Mobility Database local feeds_v2,mdb-2321,US,f729ac5ae689c382f55befe009e454d278cb90f5510792ba5db027c4ded6c78f,complete_downloaded_and_parsed,parsed,yes,no,2,yes,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4092,Sacramento,USA,1,1,1,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_tld-5741__g3986,Mobility Database local feeds_v2,tld-5741,US,f729ac5ae689c382f55befe009e454d278cb90f5510792ba5db027c4ded6c78f,complete_downloaded_and_parsed,parsed,yes,no,2,yes,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4092,Sacramento,USA,1,1,1,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-768__g1308,Mobility Database local feeds_v2,mdb-768,AT,00dcf63b0ebc339b99b3568ed1a019e5e2f87922fd1b60cd17f3277f06988ac6,complete_downloaded_and_parsed,parsed,yes,no,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:410,Odense,DNK,2,2,2,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-853__g1393,Mobility Database local feeds_v2,mdb-853,DE,0751aba59a151d1035a2cb6d12a790b82fd98b6137209c6312802fff899532fe,complete_existing_local_zip,parsed,no,yes,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:410,Odense,DNK,1,1,1,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_tdg-11681__g2950,Mobility Database local feeds_v2,tdg-11681,FR,15c1e5229a269e4c093733dc157fd4d27a76e0a0382ccca0305b733da392de54,complete_downloaded_and_parsed,parsed,yes,no,2,yes,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:410,Odense,DNK,1,1,1,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_transitland_f-u-flixbus_static_current__g4639,Transitland Atlas local DMFR,f-u-flixbus,,15c1e5229a269e4c093733dc157fd4d27a76e0a0382ccca0305b733da392de54,complete_downloaded_and_parsed,parsed,yes,no,2,yes,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:410,Odense,DNK,1,1,1,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-784__g1324,Mobility Database local feeds_v2,mdb-784,DE,278192cfb1b2d34d3ff4dad758763e6ba558362bebeadc8f0f54ea72212ff4fe,complete_downloaded_and_parsed,parsed,yes,no,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:410,Odense,DNK,2,2,2,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-1077__g1617,Mobility Database local feeds_v2,mdb-1077,AT,40ec41cf176d075f00ee90d9074fb05ae8fd131f208ff663449f45168043bda0,complete_downloaded_and_parsed,parsed,yes,no,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:410,Odense,DNK,3,3,3,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-1078__g1618,Mobility Database local feeds_v2,mdb-1078,CZ,54409d5a304a71694eed6a0c048f364d094c37e468a5b49b460929d76d60a271,complete_existing_local_zip,parsed,no,yes,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:410,Odense,DNK,2,2,2,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-1321__g1861,Mobility Database local feeds_v2,mdb-1321,SE,54c3cbd831989a435bdc1c20ca79291fc6956751770d449679f09ec43dca33da,complete_existing_local_zip,parsed,no,yes,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:410,Odense,DNK,1,1,1,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-1292__g1832,Mobility Database local feeds_v2,mdb-1292,DK,93c5b1feb61c033af1b0555c4d77c0f1c72f8c8271fb51c88b33ae4624ec8ac6,complete_downloaded_and_parsed,parsed,yes,no,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:410,Odense,DNK,426,426,426,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-1090__g1630,Mobility Database local feeds_v2,mdb-1090,FI,a1632a4d61fd0da72200fe785d49abc1936c53e4d98dbe7d0e99532661ff7f64,complete_downloaded_and_parsed,parsed,yes,no,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:410,Odense,DNK,2,2,2,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-1139__g1679,Mobility Database local feeds_v2,mdb-1139,HR,de351493ee9e70d9befa3fce9c59713208dcf060ea89ad1e1217770673551009,complete_downloaded_and_parsed,parsed,yes,no,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:410,Odense,DNK,1,1,1,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-2653__g2487,Mobility Database local feeds_v2,mdb-2653,ES,53be3322dcabd643e7be7a425c8485d6bd01c2c5ecbdbcdd7c1ab473b1189d0d,complete_existing_local_zip,parsed,no,yes,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4100,Logroño,ESP,1,1,1,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-2620__g2466,Mobility Database local feeds_v2,mdb-2620,ES,eb0207fd1d3620f37b732b3331e24b3c8c8016f0284163c6bb43f94420213c98,complete_existing_local_zip,parsed,no,yes,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4100,Logroño,ESP,1,1,1,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-1311__g1851,Mobility Database local feeds_v2,mdb-1311,GB,3ed06488f14afc2ed673aa38fcd144cf106797122e044333d16d9dd7ead0d037,complete_downloaded_and_parsed,parsed,yes,no,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4101,Cannock,GBR,3,3,3,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-2014__g2059,Mobility Database local feeds_v2,mdb-2014,GB,e69995c46d28df4b6e86e466e32b6250ecdaee101352631041827aa2599a6555,complete_downloaded_and_parsed,parsed,yes,no,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4101,Cannock,GBR,307,307,307,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-853__g1393,Mobility Database local feeds_v2,mdb-853,DE,0751aba59a151d1035a2cb6d12a790b82fd98b6137209c6312802fff899532fe,complete_existing_local_zip,parsed,no,yes,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4103,Valence,FRA,1,1,1,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_tdg-11681__g2950,Mobility Database local feeds_v2,tdg-11681,FR,15c1e5229a269e4c093733dc157fd4d27a76e0a0382ccca0305b733da392de54,complete_downloaded_and_parsed,parsed,yes,no,2,yes,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4103,Valence,FRA,1,1,1,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_transitland_f-u-flixbus_static_current__g4639,Transitland Atlas local DMFR,f-u-flixbus,,15c1e5229a269e4c093733dc157fd4d27a76e0a0382ccca0305b733da392de54,complete_downloaded_and_parsed,parsed,yes,no,2,yes,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4103,Valence,FRA,1,1,1,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-1205__g1745,Mobility Database local feeds_v2,mdb-1205,FR,1ded09e3266641508a75f1038dc4973727154da52d6108e8628237aa9e50c5ef,complete_existing_local_zip,parsed,no,yes,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4103,Valence,FRA,7,7,7,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_tfs-795__g3733,Mobility Database local feeds_v2,tfs-795,,26a5436146e17d4b5aa63a3ef811bcc4101dedc600cfad333fc20b792893a1a2,complete_downloaded_and_parsed,parsed,yes,no,2,yes,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4103,Valence,FRA,1,1,1,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_transitland_f-u-flixbus_static_historic__g4640,Transitland Atlas local DMFR,f-u-flixbus,,26a5436146e17d4b5aa63a3ef811bcc4101dedc600cfad333fc20b792893a1a2,complete_downloaded_and_parsed,parsed,yes,no,2,yes,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4103,Valence,FRA,1,1,1,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-784__g1324,Mobility Database local feeds_v2,mdb-784,DE,278192cfb1b2d34d3ff4dad758763e6ba558362bebeadc8f0f54ea72212ff4fe,complete_downloaded_and_parsed,parsed,yes,no,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4103,Valence,FRA,1,1,1,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-1259__g1799,Mobility Database local feeds_v2,mdb-1259,FR,2e5881b41104b02b13efed1eda4b13992003b8798f40be6b25b46ea828590feb,complete_downloaded_and_parsed,parsed,yes,no,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4103,Valence,FRA,8,8,8,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_tdg-83112__g3356,Mobility Database local feeds_v2,tdg-83112,FR,31777011354bfab0e17f1241ea761aa1c5b7c787f9a94defcdc5411efbbd516b,complete_downloaded_and_parsed,parsed,yes,no,2,yes,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4103,Valence,FRA,2,2,2,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_transitland_f-reseau~interurbain~cars~region~express_static_current__g4335,Transitland Atlas local DMFR,f-reseau~interurbain~cars~region~express,,31777011354bfab0e17f1241ea761aa1c5b7c787f9a94defcdc5411efbbd516b,complete_downloaded_and_parsed,parsed,yes,no,2,yes,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4103,Valence,FRA,2,2,2,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_transitland_f-u0-ouibus_static_current__g4269,Transitland Atlas local DMFR,f-u0-ouibus,,3772bc3b3c02612d11f1c79eaa5a89428fa9568ccce1d3a1548d76f19f49edf8,complete_downloaded_and_parsed,parsed,yes,no,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4103,Valence,FRA,1,1,1,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_tdg-80960__g3112,Mobility Database local feeds_v2,tdg-80960,FR,3c086a33b5ab72c1d3b5979318a06c4827f1f74817097cbbdef1259cfe3432b3,complete_downloaded_and_parsed,parsed,yes,no,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4103,Valence,FRA,23,23,23,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-2898__g2667,Mobility Database local feeds_v2,mdb-2898,CH,4ad62209f7c1522ccd80efd56f534df04698a7df1040f2bbabd11ae9a50eed91,complete_existing_local_zip,parsed,no,yes,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4103,Valence,FRA,6,6,6,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_tdg-82148__g3241,Mobility Database local feeds_v2,tdg-82148,FR,5984a709d7cf6ad9c3bd7247e71c8f29dfab671102dd6472e1f2b346ddf42ae8,complete_downloaded_and_parsed,parsed,yes,no,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4103,Valence,FRA,627,627,627,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_transitland_f-auvergne~rhône~alpes~oùra_static_current__g4330,Transitland Atlas local DMFR,f-auvergne~rhône~alpes~oùra,,5fbc781dfd09d1452d6f621a966c0cc17e51ad4e4669abda8c51a09bad9cb201,complete_downloaded_and_parsed,parsed,yes,no,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4103,Valence,FRA,32,32,32,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_tdg-78904__g2996,Mobility Database local feeds_v2,tdg-78904,FR,6d2d2be02f1ca666ac555873f40bef3ba5f578d1409f7dce84bb1311fd863d9f,complete_downloaded_and_parsed,parsed,yes,no,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4103,Valence,FRA,32,32,32,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_tdg-83990__g3515,Mobility Database local feeds_v2,tdg-83990,ES,7fbc31224b6f66b3405e1258e0b5d4995b912682319c55cd1d5ec92546891ca9,complete_downloaded_and_parsed,parsed,yes,no,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4103,Valence,FRA,3,3,3,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_transitland_f-sncf~fr_static_historic__g5916,Transitland Atlas local DMFR,f-sncf~fr,,8c74f042a6d3df29e66c98c4d5482871259cf338f6da81d779bd687e7fa59c2a,complete_downloaded_and_parsed,parsed,yes,no,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4103,Valence,FRA,8,8,8,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_tdg-52605__g2980,Mobility Database local feeds_v2,tdg-52605,FR,8e2e24e2dd460ac78d8c9344ed36a0ac37c944d27231db079d2a7a183a8ccc70,complete_downloaded_and_parsed,parsed,yes,no,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4103,Valence,FRA,1,1,1,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-1090__g1630,Mobility Database local feeds_v2,mdb-1090,FI,a1632a4d61fd0da72200fe785d49abc1936c53e4d98dbe7d0e99532661ff7f64,complete_downloaded_and_parsed,parsed,yes,no,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4103,Valence,FRA,2,2,2,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-1258__g1798,Mobility Database local feeds_v2,mdb-1258,FR,b880d3c28b8869fcfdfdc5372286f512387806958696f10341f9f632e73abc51,complete_downloaded_and_parsed,parsed,yes,no,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4103,Valence,FRA,4,4,4,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_tdg-80961__g3113,Mobility Database local feeds_v2,tdg-80961,FR,df4a7b7b10b95f29430195925a0561ae67cece6799680a691e75499b2d61d3e0,complete_downloaded_and_parsed,parsed,yes,no,2,yes,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4103,Valence,FRA,18,18,18,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_transitland_f-reseau~interurbain~cars~region~ardeche_static_current__g4333,Transitland Atlas local DMFR,f-reseau~interurbain~cars~region~ardeche,,df4a7b7b10b95f29430195925a0561ae67cece6799680a691e75499b2d61d3e0,complete_downloaded_and_parsed,parsed,yes,no,2,yes,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4103,Valence,FRA,18,18,18,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-2620__g2466,Mobility Database local feeds_v2,mdb-2620,ES,eb0207fd1d3620f37b732b3331e24b3c8c8016f0284163c6bb43f94420213c98,complete_existing_local_zip,parsed,no,yes,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4103,Valence,FRA,1,1,1,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_tdg-83582__g3425,Mobility Database local feeds_v2,tdg-83582,FR,f6139c6751db8525b96ea0009e35d4f3c82d95cc5d42c5aa22efefab5f4e3647,complete_downloaded_and_parsed,parsed,yes,no,2,yes,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4103,Valence,FRA,6,6,6,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_transitland_f-sncf~fr_static_current__g5915,Transitland Atlas local DMFR,f-sncf~fr,,f6139c6751db8525b96ea0009e35d4f3c82d95cc5d42c5aa22efefab5f4e3647,complete_downloaded_and_parsed,parsed,yes,no,2,yes,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4103,Valence,FRA,6,6,6,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-1782__g1873,Mobility Database local feeds_v2,mdb-1782,FR,fe6d6e2b2067492f59a729fcea33679f42dabaebb1ab7341b346a084507908e4,complete_downloaded_and_parsed,parsed,yes,no,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4103,Valence,FRA,2,2,2,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-768__g1308,Mobility Database local feeds_v2,mdb-768,AT,00dcf63b0ebc339b99b3568ed1a019e5e2f87922fd1b60cd17f3277f06988ac6,complete_downloaded_and_parsed,parsed,yes,no,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4105,Kassel,DEU,2,2,2,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-1089__g1629,Mobility Database local feeds_v2,mdb-1089,DE,013facf9f2faf45b0082d08d5198ae83af1b6647c06ad115c90de21dbeaad394,complete_downloaded_and_parsed,parsed,yes,no,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4105,Kassel,DEU,99,99,99,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-853__g1393,Mobility Database local feeds_v2,mdb-853,DE,0751aba59a151d1035a2cb6d12a790b82fd98b6137209c6312802fff899532fe,complete_existing_local_zip,parsed,no,yes,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4105,Kassel,DEU,5,5,5,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_mdb-785__g1325,Mobility Database local feeds_v2,mdb-785,DE,13f14317efcea328873cf2ebee90de7dbd45f03a89dc91c535aea881d8595bce,complete_existing_local_zip,parsed,no,yes,1,no,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4105,Kassel,DEU,6,6,6,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
v23a_mobilitydb_tdg-11681__g2950,Mobility Database local feeds_v2,tdg-11681,FR,15c1e5229a269e4c093733dc157fd4d27a76e0a0382ccca0305b733da392de54,complete_downloaded_and_parsed,parsed,yes,no,2,yes,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:4105,Kassel,DEU,5,5,5,ghsl_polygon_contains_stop_point,yes,SOURCE_CONTENT_CITY_LINK,inside_polygon_gtfs_stop_content
