round,demand_id,artificial_flow
53,B10,0.0
54,B01,4.049903235666248
54,B02,0.0
54,B03,-0.0
54,B04,0.3367051667353451
54,B05,4.272422887405358
54,B06,0.0
54,B07,0.0
54,B08,2.4736422837267513
54,B09,0.0
54,B10,0.0
55,B01,4.049903235666248
55,B02,0.0
55,B03,-0.0
55,B04,0.3367051667353451
55,B05,4.272422887405358
55,B06,0.0
55,B07,0.0
55,B08,0.5143986975595038
55,B09,0.0
55,B10,1.8555320459175377
56,B01,4.049903235666248
56,B02,0.0
56,B03,-0.0
56,B04,0.3367051667353451
56,B05,4.272422887405358
56,B06,0.0
56,B07,0.0
56,B08,1.4110512584433592
56,B09,0.0
56,B10,0.0
57,B01,4.049903235666248
57,B02,0.0
57,B03,0.0
57,B04,0.18341459663795456
57,B05,4.272422887405358
57,B06,0.0
57,B07,0.0
57,B08,1.4110512584433594
57,B09,0.0
57,B10,0.0
58,B01,4.049903235666248
58,B02,0.0
58,B03,0.0
58,B04,0.18341459663795456
58,B05,4.272422887405358
58,B06,0.0
58,B07,0.0
58,B08,1.4110512584433594
58,B09,0.0
58,B10,0.0
59,B01,4.049903235666248
59,B02,0.0
59,B03,0.0
59,B04,0.0
59,B05,4.272422887405358
59,B06,0.0
59,B07,0.0
59,B08,1.4110512584433594
59,B09,0.0
59,B10,0.0
60,B01,4.049903235666248
60,B02,0.0
60,B03,0.0
60,B04,0.0
60,B05,4.272422887405358
60,B06,0.0
60,B07,0.0
60,B08,1.3903089503934172
60,B09,0.0
60,B10,0.0
61,B01,4.049903235666248
61,B02,0.0
61,B03,0.0
61,B04,0.0
61,B05,4.272422887405358
61,B06,0.0
61,B07,0.0
61,B08,1.3384531802685633
61,B09,0.0
61,B10,0.0
62,B01,4.049903235666248
62,B02,0.0
62,B03,0.0
62,B04,0.0
62,B05,4.272422887405358
62,B06,0.0
62,B07,0.0
62,B08,0.514398697559504
62,B09,0.7721987125842042
62,B10,0.0
63,B01,4.049903235666248
63,B02,0.0
63,B03,0.0
63,B04,0.0
63,B05,4.272422887405358
63,B06,0.0
63,B07,0.0
63,B08,0.0
63,B09,1.286597410143708
63,B10,0.0
64,B01,4.049903235666248
64,B02,0.0
64,B03,0.0
64,B04,0.0
64,B05,4.272422887405358
64,B06,0.0
64,B07,0.0
64,B08,0.0
64,B09,1.2865974101437085
64,B10,0.0
65,B01,4.049903235666248
65,B02,0.0
65,B03,0.0
65,B04,0.0
65,B05,4.272422887405358
65,B06,0.0
65,B07,0.0
65,B08,0.6016834922625064
65,B09,0.0
65,B10,0.0
66,B01,4.049903235666248
66,B02,0.0
66,B03,0.0
