path_id,path_index,link_order,link_id,link_index
OD006_P01,31,32,17117,3734
OD006_P01,31,33,17116,3729
OD006_P01,31,34,17112,3730
OD006_P01,31,35,17061,3738
OD006_P01,31,36,16603,238
OD006_P01,31,37,17037,241
OD006_P01,31,38,17040,2822
OD006_P01,31,39,17049,5065
OD006_P01,31,40,17052,3937
OD006_P01,31,41,15650,5041
OD006_P01,31,42,18009,600
OD006_P01,31,43,18006,407
OD006_P02,32,0,14190,1959
OD006_P02,32,1,13491,2652
OD006_P02,32,2,14027,301
OD006_P02,32,3,13489,304
OD006_P02,32,4,14191,3565
OD006_P02,32,5,14115,1877
OD006_P02,32,6,13490,1394
OD006_P02,32,7,14110,1224
OD006_P02,32,8,14112,1226
OD006_P02,32,9,14113,1417
OD006_P02,32,10,14104,1411
OD006_P02,32,11,12219,1217
OD006_P02,32,12,14794,1219
OD006_P02,32,13,14355,1222
OD006_P02,32,14,14360,3922
OD006_P02,32,15,15504,2363
OD006_P02,32,16,14254,2354
OD006_P02,32,17,16798,1278
OD006_P02,32,18,16799,265
OD006_P02,32,19,16782,1279
OD006_P02,32,20,16800,2673
OD006_P02,32,21,16801,2675
OD006_P02,32,22,16784,5064
OD006_P02,32,23,16618,1150
OD006_P02,32,24,16889,1152
OD006_P02,32,25,16819,853
OD006_P02,32,26,16908,847
OD006_P02,32,27,16907,849
OD006_P02,32,28,16897,852
OD006_P02,32,29,16918,3758
OD006_P02,32,30,16924,4732
OD006_P02,32,31,16621,3732
OD006_P02,32,32,17113,3733
OD006_P02,32,33,17117,3734
OD006_P02,32,34,17116,3729
OD006_P02,32,35,17112,3730
OD006_P02,32,36,17061,3738
OD006_P02,32,37,16603,238
OD006_P02,32,38,17037,241
OD006_P02,32,39,17040,2822
OD006_P02,32,40,17049,5065
OD006_P02,32,41,17052,3937
OD006_P02,32,42,15650,5041
OD006_P02,32,43,18009,600
OD006_P02,32,44,18006,407
OD006_P03,33,0,14190,1959
OD006_P03,33,1,13491,2652
OD006_P03,33,2,14027,301
OD006_P03,33,3,13489,304
OD006_P03,33,4,14191,3565
OD006_P03,33,5,14115,1877
OD006_P03,33,6,13490,1394
OD006_P03,33,7,14103,1223
OD006_P03,33,8,12219,1217
OD006_P03,33,9,14794,1219
OD006_P03,33,10,14355,1222
OD006_P03,33,11,14360,3922
OD006_P03,33,12,15504,2363
OD006_P03,33,13,14254,2354
OD006_P03,33,14,16798,1278
OD006_P03,33,15,16799,265
OD006_P03,33,16,16782,1279
OD006_P03,33,17,16800,2673
OD006_P03,33,18,16801,2675
OD006_P03,33,19,16784,5064
OD006_P03,33,20,16618,1150
OD006_P03,33,21,16889,1152
OD006_P03,33,22,16819,853
OD006_P03,33,23,16908,847
OD006_P03,33,24,16907,849
OD006_P03,33,25,16897,852
OD006_P03,33,26,16918,3758
OD006_P03,33,27,16924,4732
OD006_P03,33,28,16621,3732
OD006_P03,33,29,17113,3733
OD006_P03,33,30,17117,3734
OD006_P03,33,31,17116,3729
OD006_P03,33,32,17112,3730
OD006_P03,33,33,17061,3738
OD006_P03,33,34,17167,240
OD006_P03,33,35,17166,245
OD006_P03,33,36,17158,2253
OD006_P03,33,37,15632,2256
OD006_P03,33,38,18014,3613
OD006_P03,33,39,17958,1268
OD006_P04,34,0,14190,1959
OD006_P04,34,1,13491,2652
OD006_P04,34,2,14027,301
OD006_P04,34,3,13489,304
OD006_P04,34,4,14191,3565
OD006_P04,34,5,14115,1877
OD006_P04,34,6,13490,1394
OD006_P04,34,7,14110,1224
OD006_P04,34,8,14111,1225
OD006_P04,34,9,14104,1411
OD006_P04,34,10,12219,1217
OD006_P04,34,11,14794,1219
OD006_P04,34,12,14355,1222
OD006_P04,34,13,14360,3922
OD006_P04,34,14,15504,2363
OD006_P04,34,15,14254,2354
OD006_P04,34,16,16798,1278
OD006_P04,34,17,16799,265
OD006_P04,34,18,16782,1279
OD006_P04,34,19,16800,2673
OD006_P04,34,20,16801,2675
OD006_P04,34,21,16784,5064
OD006_P04,34,22,16618,1150
OD006_P04,34,23,16889,1152
OD006_P04,34,24,16819,853
OD006_P04,34,25,16908,847
OD006_P04,34,26,16907,849
OD006_P04,34,27,16897,852
OD006_P04,34,28,16918,3758
OD006_P04,34,29,16924,4732
OD006_P04,34,30,16621,3732
OD006_P04,34,31,17113,3733
OD006_P04,34,32,17117,3734
OD006_P04,34,33,17116,3729
OD006_P04,34,34,17112,3730
OD006_P04,34,35,17061,3738
OD006_P04,34,36,17167,240
OD006_P04,34,37,17166,245
OD006_P04,34,38,17158,2253
OD006_P04,34,39,15632,2256
OD006_P04,34,40,18014,3613
OD006_P04,34,41,17958,1268
OD007_P00,35,0,14190,1959
OD007_P00,35,1,13491,2652
OD007_P00,35,2,14027,301
OD007_P00,35,3,13489,304
OD007_P00,35,4,14191,3565
OD007_P00,35,5,14188,1878
OD007_P00,35,6,14205,1880
OD007_P00,35,7,14199,4109
OD007_P00,35,8,14195,4589
OD007_P00,35,9,14120,2608
OD007_P00,35,10,14166,1444
OD007_P00,35,11,14150,1446
OD007_P00,35,12,14151,2041
OD007_P00,35,13,12228,2731
OD007_P00,35,14,14245,1424
OD007_P00,35,15,16366,1418
OD007_P00,35,16,15616,1421
OD007_P00,35,17,17481,2545
OD007_P00,35,18,17479,3653
OD007_P00,35,19,17482,648
OD007_P00,35,20,17485,649
OD007_P00,35,21,15636,1435
OD007_P00,35,22,17907,3792
OD007_P00,35,23,17814,2277
OD007_P00,35,24,17818,2279
OD007_P00,35,25,17904,154
OD007_P00,35,26,17825,3108
OD007_P01,36,0,14190,1959
OD007_P01,36,1,13491,2652
OD007_P01,36,2,14027,301
OD007_P01,36,3,13489,304
OD007_P01,36,4,14191,3565
OD007_P01,36,5,14188,1878
OD007_P01,36,6,14194,1879
OD007_P01,36,7,14192,4107
OD007_P01,36,8,14199,4109
OD007_P01,36,9,14195,4589
OD007_P01,36,10,14120,2608
OD007_P01,36,11,14166,1444
OD007_P01,36,12,14150,1446
OD007_P01,36,13,14151,2041
OD007_P01,36,14,12228,2731
OD007_P01,36,15,14245,1424
OD007_P01,36,16,16366,1418
OD007_P01,36,17,15616,1421
OD007_P01,36,18,17481,2545
OD007_P01,36,19,17479,3653
OD007_P01,36,20,17482,648
OD007_P01,36,21,17485,649
OD007_P01,36,22,15636,1435
OD007_P01,36,23,17907,3792
OD007_P01,36,24,17814,2277
OD007_P01,36,25,17818,2279
OD007_P01,36,26,17904,154
OD007_P01,36,27,17825,3108
OD007_P02,37,0,14190,1959
OD007_P02,37,1,13491,2652
OD007_P02,37,2,14027,301
OD007_P02,37,3,13489,304
OD007_P02,37,4,14191,3565
OD007_P02,37,5,14188,1878
OD007_P02,37,6,14205,1880
OD007_P02,37,7,14199,4109
OD007_P02,37,8,14195,4589
OD007_P02,37,9,14120,2608
OD007_P02,37,10,14166,1444
OD007_P02,37,11,14150,1446
OD007_P02,37,12,14151,2041
OD007_P02,37,13,12228,2731
OD007_P02,37,14,14245,1424
OD007_P02,37,15,16366,1418
OD007_P02,37,16,15616,1421
OD007_P02,37,17,17481,2545
OD007_P02,37,18,17479,3653
OD007_P02,37,19,17482,648
OD007_P02,37,20,17485,649
OD007_P02,37,21,15636,1435
OD007_P02,37,22,17944,3791
OD007_P02,37,23,17929,1431
OD007_P02,37,24,17931,436
OD007_P02,37,25,17906,2564
OD007_P02,37,26,17903,613
OD007_P02,37,27,17825,3108
OD007_P03,38,0,14190,1959
OD007_P03,38,1,13491,2652
OD007_P03,38,2,14027,301
OD007_P03,38,3,13489,304
OD007_P03,38,4,14191,3565
OD007_P03,38,5,14188,1878
OD007_P03,38,6,14205,1880
OD007_P03,38,7,14199,4109
OD007_P03,38,8,14201,4588
OD007_P03,38,9,14200,1389
OD007_P03,38,10,14189,1393
OD007_P03,38,11,14120,2608
OD007_P03,38,12,14166,1444
OD007_P03,38,13,14150,1446
OD007_P03,38,14,14151,2041
OD007_P03,38,15,12228,2731
OD007_P03,38,16,14245,1424
OD007_P03,38,17,16366,1418
OD007_P03,38,18,15616,1421
OD007_P03,38,19,17481,2545
OD007_P03,38,20,17479,3653
OD007_P03,38,21,17482,648
OD007_P03,38,22,17485,649
OD007_P03,38,23,15636,1435
OD007_P03,38,24,17907,3792
OD007_P03,38,25,17814,2277
OD007_P03,38,26,17818,2279
OD007_P03,38,27,17904,154
OD007_P03,38,28,17825,3108
OD007_P04,39,0,14190,1959
OD007_P04,39,1,13491,2652
OD007_P04,39,2,14027,301
OD007_P04,39,3,13489,304
OD007_P04,39,4,14191,3565
OD007_P04,39,5,14188,1878
OD007_P04,39,6,14205,1880
OD007_P04,39,7,14199,4109
OD007_P04,39,8,14195,4589
OD007_P04,39,9,14120,2608
OD007_P04,39,10,14166,1444
OD007_P04,39,11,14150,1446
OD007_P04,39,12,14151,2041
OD007_P04,39,13,12228,2731
OD007_P04,39,14,14245,1424
OD007_P04,39,15,16366,1418
OD007_P04,39,16,15616,1421
OD007_P04,39,17,17481,2545
OD007_P04,39,18,17479,3653
OD007_P04,39,19,17482,648
OD007_P04,39,20,17485,649
OD007_P04,39,21,15636,1435
OD007_P04,39,22,17907,3792
OD007_P04,39,23,17814,2277
OD007_P04,39,24,18054,2280
OD007_P04,39,25,18060,1292
OD007_P04,39,26,18061,1301
OD007_P04,39,27,17808,153
OD007_P04,39,28,17904,154
OD007_P04,39,29,17825,3108
OD008_P00,40,0,18164,3252
OD008_P00,40,1,18117,2325
OD008_P00,40,2,18140,2316
OD008_P00,40,3,18115,1977
OD008_P00,40,4,18154,2319
OD008_P00,40,5,18120,2322
OD008_P00,40,6,17772,3707
OD008_P00,40,7,18015,1195
OD008_P00,40,8,18018,3706
OD008_P00,40,9,18019,4412
OD008_P00,40,10,18014,3613
OD008_P00,40,11,17958,1268
OD008_P00,40,12,18007,1272
OD008_P00,40,13,18005,406
OD008_P00,40,14,17811,410
OD008_P00,40,15,17946,412
OD008_P00,40,16,17947,615
OD008_P00,40,17,15592,803
OD008_P01,41,0,18164,3252
OD008_P01,41,1,18117,2325
OD008_P01,41,2,18140,2316
OD008_P01,41,3,18115,1977
OD008_P01,41,4,18154,2319
OD008_P01,41,5,18120,2322
OD008_P01,41,6,17772,3707
OD008_P01,41,7,18015,1195
OD008_P01,41,8,18018,3706
OD008_P01,41,9,18019,4412
OD008_P01,41,10,18014,3613
OD008_P01,41,11,17960,1266
OD008_P01,41,12,18010,601
OD008_P01,41,13,17828,602
OD008_P01,41,14,15592,803
OD008_P02,42,0,18164,3252
OD008_P02,42,1,18117,2325
OD008_P02,42,2,18140,2316
OD008_P02,42,3,18115,1977
OD008_P02,42,4,18154,2319
OD008_P02,42,5,18120,2322
OD008_P02,42,6,17772,3707
OD008_P02,42,7,18015,1195
OD008_P02,42,8,18018,3706
OD008_P02,42,9,18019,4412
OD008_P02,42,10,18014,3613
OD008_P02,42,11,17958,1268
OD008_P02,42,12,18007,1272
OD008_P02,42,13,18005,406
OD008_P02,42,14,17811,410
OD008_P02,42,15,17946,412
OD008_P02,42,16,17947,615
OD008_P02,42,17,15593,804
OD008_P02,42,18,17036,808
OD008_P03,43,0,18164,3252
OD008_P03,43,1,18117,2325
OD008_P03,43,2,18140,2316
OD008_P03,43,3,18115,1977
OD008_P03,43,4,18154,2319
OD008_P03,43,5,18120,2322
OD008_P03,43,6,17772,3707
OD008_P03,43,7,18015,1195
OD008_P03,43,8,18018,3706
OD008_P03,43,9,18019,4412
OD008_P03,43,10,18014,3613
OD008_P03,43,11,17960,1266
OD008_P03,43,12,18010,601
OD008_P03,43,13,17828,602
OD008_P03,43,14,15593,804
OD008_P03,43,15,17036,808
OD008_P04,44,0,18164,3252
OD008_P04,44,1,18117,2325
OD008_P04,44,2,18140,2316
OD008_P04,44,3,18115,1977
OD008_P04,44,4,18154,2319
OD008_P04,44,5,18120,2322
OD008_P04,44,6,17772,3707
OD008_P04,44,7,18015,1195
OD008_P04,44,8,18018,3706
OD008_P04,44,9,18019,4412
OD008_P04,44,10,18014,3613
OD008_P04,44,11,17960,1266
OD008_P04,44,12,18009,600
OD008_P04,44,13,18005,406
OD008_P04,44,14,17811,410
OD008_P04,44,15,17946,412
OD008_P04,44,16,17947,615
OD008_P04,44,17,15592,803
OD009_P00,45,0,18164,3252
OD009_P00,45,1,18117,2325
OD009_P00,45,2,18140,2316
OD009_P00,45,3,18115,1977
OD009_P00,45,4,18154,2319
OD009_P00,45,5,18120,2322
OD009_P00,45,6,17772,3707
OD009_P00,45,7,18015,1195
OD009_P00,45,8,18018,3706
OD009_P00,45,9,18019,4412
OD009_P00,45,10,18014,3613
OD009_P00,45,11,17958,1268
OD009_P01,46,0,18164,3252
OD009_P01,46,1,18117,2325
OD009_P01,46,2,18140,2316
OD009_P01,46,3,18115,1977
OD009_P01,46,4,18152,2320
OD009_P01,46,5,17775,2323
OD009_P01,46,6,17956,1193
OD009_P01,46,7,18015,1195
OD009_P01,46,8,18018,3706
OD009_P01,46,9,18019,4412
OD009_P01,46,10,18014,3613
OD009_P01,46,11,17958,1268
OD009_P02,47,0,18164,3252
OD009_P02,47,1,18117,2325
OD009_P02,47,2,18140,2316
OD009_P02,47,3,18141,1975
OD009_P02,47,4,18138,373
OD009_P02,47,5,15584,369
OD009_P02,47,6,17180,372
OD009_P02,47,7,17179,3612
OD009_P02,47,8,15632,2256
OD009_P02,47,9,18014,3613
OD009_P02,47,10,17958,1268
OD009_P03,48,0,18164,3252
OD009_P03,48,1,18117,2325
OD009_P03,48,2,18140,2316
OD009_P03,48,3,18115,1977
OD009_P03,48,4,18152,2320
OD009_P03,48,5,17775,2323
OD009_P03,48,6,17812,1194
OD009_P03,48,7,18086,1197
OD009_P03,48,8,17819,3513
OD009_P03,48,9,18051,3389
OD009_P03,48,10,18049,3390
OD009_P03,48,11,18050,169
OD009_P03,48,12,18033,1275
OD009_P03,48,13,17957,655
OD009_P03,48,14,18023,1265
OD009_P03,48,15,18017,3161
OD009_P03,48,16,17958,1268
OD009_P04,49,0,18164,3252
OD009_P04,49,1,18117,2325
OD009_P04,49,2,18140,2316
OD009_P04,49,3,18115,1977
OD009_P04,49,4,18154,2319
OD009_P04,49,5,18120,2322
OD009_P04,49,6,17772,3707
OD009_P04,49,7,18015,1195
OD009_P04,49,8,18018,3706
OD009_P04,49,9,18019,4412
OD009_P04,49,10,18014,3613
OD009_P04,49,11,17960,1266
OD009_P04,49,12,18009,600
OD009_P04,49,13,18006,407
OD010_P00,50,0,18164,3252
OD010_P00,50,1,18117,2325
OD010_P00,50,2,18140,2316
OD010_P00,50,3,18115,1977
OD010_P00,50,4,18152,2320
OD010_P00,50,5,17775,2323
OD010_P00,50,6,17812,1194
OD010_P00,50,7,18086,1197
OD010_P00,50,8,18085,3512
OD010_P00,50,9,18063,165
OD010_P00,50,10,18081,167
OD010_P00,50,11,18071,1187
OD010_P00,50,12,17815,2668
OD010_P00,50,13,18056,1170
OD010_P00,50,14,17808,153
OD010_P00,50,15,17904,154
OD010_P00,50,16,17825,3108
OD010_P01,51,0,18164,3252
OD010_P01,51,1,18117,2325
OD010_P01,51,2,18140,2316
OD010_P01,51,3,18115,1977
OD010_P01,51,4,18154,2319
OD010_P01,51,5,18153,2321
OD010_P01,51,6,17775,2323
OD010_P01,51,7,17812,1194
OD010_P01,51,8,18086,1197
OD010_P01,51,9,18085,3512
OD010_P01,51,10,18063,165
OD010_P01,51,11,18081,167
OD010_P01,51,12,18071,1187
OD010_P01,51,13,17815,2668
OD010_P01,51,14,18056,1170
OD010_P01,51,15,17808,153
OD010_P01,51,16,17904,154
OD010_P01,51,17,17825,3108
OD010_P02,52,0,18164,3252
OD010_P02,52,1,18117,2325
OD010_P02,52,2,18140,2316
OD010_P02,52,3,18115,1977
OD010_P02,52,4,18154,2319
OD010_P02,52,5,18120,2322
OD010_P02,52,6,17772,3707
OD010_P02,52,7,18015,1195
OD010_P02,52,8,18018,3706
OD010_P02,52,9,18019,4412
OD010_P02,52,10,18014,3613
OD010_P02,52,11,17958,1268
OD010_P02,52,12,18007,1272
OD010_P02,52,13,18005,406
OD010_P02,52,14,17811,410
OD010_P02,52,15,17902,411
OD010_P02,52,16,17903,613
OD010_P02,52,17,17825,3108
OD010_P03,53,0,18164,3252
OD010_P03,53,1,18117,2325
OD010_P03,53,2,18143,2318
OD010_P03,53,3,18118,2327
OD010_P03,53,4,18148,1973
OD010_P03,53,5,15605,2166
OD010_P03,53,6,17186,2167
OD010_P03,53,7,17190,3766
OD010_P03,53,8,17191,2990
OD010_P03,53,9,17184,3547
OD010_P03,53,10,17185,3548
OD010_P03,53,11,17189,2984
OD010_P03,53,12,17187,2980
OD010_P03,53,13,15631,2982
OD010_P03,53,14,17769,2415
OD010_P03,53,15,17820,2416
OD010_P03,53,16,18061,1301
OD010_P03,53,17,17808,153
OD010_P03,53,18,17904,154
OD010_P03,53,19,17825,3108
OD010_P04,54,0,18164,3252
OD010_P04,54,1,18117,2325
OD010_P04,54,2,18140,2316
OD010_P04,54,3,18115,1977
OD010_P04,54,4,18154,2319
OD010_P04,54,5,18120,2322
OD010_P04,54,6,17772,3707
OD010_P04,54,7,18015,1195
OD010_P04,54,8,18018,3706
OD010_P04,54,9,18019,4412
OD010_P04,54,10,18014,3613
OD010_P04,54,11,17960,1266
OD010_P04,54,12,18009,600
OD010_P04,54,13,18005,406
OD010_P04,54,14,17811,410
OD010_P04,54,15,17902,411
OD010_P04,54,16,17903,613
OD010_P04,54,17,17825,3108
OD011_P00,55,0,16918,3758
OD011_P00,55,1,16924,4732
OD011_P00,55,2,16621,3732
OD011_P00,55,3,17113,3733
OD011_P00,55,4,17117,3734
OD011_P00,55,5,17116,3729
OD011_P00,55,6,17112,3730
OD011_P00,55,7,17061,3738
OD011_P00,55,8,16603,238
OD011_P00,55,9,17037,241
OD011_P00,55,10,17040,2822
OD011_P00,55,11,17049,5065
OD011_P00,55,12,17052,3937
OD011_P00,55,13,15650,5041
OD011_P00,55,14,18010,601
OD011_P00,55,15,17828,602
OD011_P00,55,16,15592,803
OD011_P01,56,0,16918,3758
OD011_P01,56,1,16924,4732
OD011_P01,56,2,16621,3732
OD011_P01,56,3,17113,3733
OD011_P01,56,4,17117,3734
OD011_P01,56,5,17116,3729
OD011_P01,56,6,17112,3730
OD011_P01,56,7,17061,3738
OD011_P01,56,8,16603,238
OD011_P01,56,9,17037,241
OD011_P01,56,10,17040,2822
OD011_P01,56,11,17049,5065
OD011_P01,56,12,17052,3937
OD011_P01,56,13,15650,5041
OD011_P01,56,14,18010,601
OD011_P01,56,15,17828,602
OD011_P01,56,16,15593,804
OD011_P01,56,17,17036,808
OD011_P02,57,0,16918,3758
OD011_P02,57,1,16924,4732
OD011_P02,57,2,16621,3732
OD011_P02,57,3,17113,3733
OD011_P02,57,4,17117,3734
OD011_P02,57,5,17116,3729
OD011_P02,57,6,17112,3730
OD011_P02,57,7,17061,3738
OD011_P02,57,8,16603,238
OD011_P02,57,9,17037,241
OD011_P02,57,10,17040,2822
OD011_P02,57,11,17049,5065
OD011_P02,57,12,17052,3937
OD011_P02,57,13,15650,5041
OD011_P02,57,14,18009,600
OD011_P02,57,15,18005,406
OD011_P02,57,16,17811,410
OD011_P02,57,17,17946,412
OD011_P02,57,18,17947,615
OD011_P02,57,19,15592,803
OD011_P03,58,0,16918,3758
OD011_P03,58,1,16924,4732
OD011_P03,58,2,16621,3732
OD011_P03,58,3,17113,3733
OD011_P03,58,4,17117,3734
OD011_P03,58,5,17116,3729
OD011_P03,58,6,17112,3730
OD011_P03,58,7,17061,3738
OD011_P03,58,8,16603,238
OD011_P03,58,9,17037,241
OD011_P03,58,10,17040,2822
OD011_P03,58,11,17049,5065
OD011_P03,58,12,17052,3937
OD011_P03,58,13,15650,5041
OD011_P03,58,14,18009,600
OD011_P03,58,15,18005,406
OD011_P03,58,16,17811,410
OD011_P03,58,17,17946,412
OD011_P03,58,18,17947,615
OD011_P03,58,19,15593,804
OD011_P03,58,20,17036,808
OD011_P04,59,0,16918,3758
OD011_P04,59,1,16924,4732
OD011_P04,59,2,16621,3732
OD011_P04,59,3,17113,3733
OD011_P04,59,4,17117,3734
OD011_P04,59,5,17116,3729
OD011_P04,59,6,17112,3730
OD011_P04,59,7,17061,3738
OD011_P04,59,8,16603,238
OD011_P04,59,9,17037,241
OD011_P04,59,10,17040,2822
OD011_P04,59,11,17049,5065
OD011_P04,59,12,17052,3937
OD011_P04,59,13,15650,5041
OD011_P04,59,14,18010,601
OD011_P04,59,15,18011,604
OD011_P04,59,16,18008,5052
OD011_P04,59,17,17811,410
OD011_P04,59,18,17946,412
OD011_P04,59,19,17947,615
OD011_P04,59,20,15592,803
OD012_P00,60,0,16918,3758
OD012_P00,60,1,16924,4732
OD012_P00,60,2,16621,3732
OD012_P00,60,3,17113,3733
OD012_P00,60,4,17117,3734
OD012_P00,60,5,17116,3729
OD012_P00,60,6,17112,3730
OD012_P00,60,7,17061,3738
OD012_P00,60,8,16603,238
OD012_P00,60,9,17037,241
OD012_P00,60,10,17040,2822
OD012_P00,60,11,17049,5065
OD012_P00,60,12,17052,3937
OD012_P00,60,13,15650,5041
OD012_P00,60,14,18009,600
OD012_P00,60,15,18006,407
OD012_P01,61,0,16918,3758
OD012_P01,61,1,16924,4732
OD012_P01,61,2,16621,3732
OD012_P01,61,3,17113,3733
OD012_P01,61,4,17117,3734
OD012_P01,61,5,17116,3729
OD012_P01,61,6,17112,3730
OD012_P01,61,7,17061,3738
OD012_P01,61,8,17167,240
OD012_P01,61,9,17166,245
OD012_P01,61,10,17158,2253
OD012_P01,61,11,15632,2256
OD012_P01,61,12,18014,3613
OD012_P01,61,13,17958,1268
OD012_P02,62,0,16918,3758
OD012_P02,62,1,16924,4732
OD012_P02,62,2,16621,3732
OD012_P02,62,3,17113,3733
OD012_P02,62,4,17117,3734
OD012_P02,62,5,17116,3729
OD012_P02,62,6,17112,3730
OD012_P02,62,7,17061,3738
OD012_P02,62,8,17167,240
OD012_P02,62,9,17166,245
OD012_P02,62,10,17158,2253
OD012_P02,62,11,15632,2256
OD012_P02,62,12,18014,3613
OD012_P02,62,13,17960,1266
OD012_P02,62,14,18009,600
OD012_P02,62,15,18006,407
OD012_P03,63,0,16918,3758
OD012_P03,63,1,16924,4732
OD012_P03,63,2,16621,3732
OD012_P03,63,3,17113,3733
OD012_P03,63,4,17117,3734
OD012_P03,63,5,17116,3729
OD012_P03,63,6,17112,3730
OD012_P03,63,7,17061,3738
OD012_P03,63,8,17167,240
OD012_P03,63,9,17166,245
OD012_P03,63,10,17158,2253
OD012_P03,63,11,17178,2255
OD012_P03,63,12,17181,3611
OD012_P03,63,13,15604,1972
OD012_P03,63,14,18115,1977
OD012_P03,63,15,18154,2319
OD012_P03,63,16,18120,2322
OD012_P03,63,17,17772,3707
OD012_P03,63,18,18015,1195
OD012_P03,63,19,18018,3706
OD012_P03,63,20,18019,4412
OD012_P03,63,21,18014,3613
OD012_P03,63,22,17958,1268
OD012_P04,64,0,16918,3758
OD012_P04,64,1,16924,4732
OD012_P04,64,2,16621,3732
OD012_P04,64,3,17113,3733
OD012_P04,64,4,17117,3734
OD012_P04,64,5,17116,3729
OD012_P04,64,6,17112,3730
OD012_P04,64,7,17061,3738
OD012_P04,64,8,16603,238
OD012_P04,64,9,17037,241
OD012_P04,64,10,17040,2822
OD012_P04,64,11,17049,5065
OD012_P04,64,12,17052,3937
OD012_P04,64,13,15650,5041
OD012_P04,64,14,18010,601
OD012_P04,64,15,18011,604
OD012_P04,64,16,18008,5052
OD012_P04,64,17,18012,409
OD012_P04,64,18,18004,404
OD012_P04,64,19,18006,407
OD013_P00,65,0,16918,3758
OD013_P00,65,1,16924,4732
OD013_P00,65,2,16621,3732
OD013_P00,65,3,17113,3733
OD013_P00,65,4,17117,3734
OD013_P00,65,5,17116,3729
OD013_P00,65,6,17112,3730
OD013_P00,65,7,17061,3738
OD013_P00,65,8,16603,238
OD013_P00,65,9,17037,241
OD013_P00,65,10,17040,2822
OD013_P00,65,11,17049,5065
OD013_P00,65,12,17052,3937
OD013_P00,65,13,15650,5041
OD013_P00,65,14,18009,600
OD013_P00,65,15,18005,406
OD013_P00,65,16,17811,410
OD013_P00,65,17,17902,411
OD013_P00,65,18,17903,613
OD013_P00,65,19,17825,3108
OD013_P01,66,0,16918,3758
OD013_P01,66,1,16924,4732
OD013_P01,66,2,16621,3732
OD013_P01,66,3,17113,3733
OD013_P01,66,4,17117,3734
OD013_P01,66,5,17116,3729
OD013_P01,66,6,17112,3730
OD013_P01,66,7,17061,3738
OD013_P01,66,8,16603,238
OD013_P01,66,9,17037,241
OD013_P01,66,10,17040,2822
OD013_P01,66,11,17049,5065
OD013_P01,66,12,17052,3937
OD013_P01,66,13,15650,5041
OD013_P01,66,14,18010,601
OD013_P01,66,15,18011,604
OD013_P01,66,16,18008,5052
OD013_P01,66,17,17811,410
OD013_P01,66,18,17902,411
OD013_P01,66,19,17903,613
OD013_P01,66,20,17825,3108
OD013_P02,67,0,16918,3758
OD013_P02,67,1,16924,4732
OD013_P02,67,2,16621,3732
OD013_P02,67,3,17113,3733
OD013_P02,67,4,17117,3734
OD013_P02,67,5,17116,3729
OD013_P02,67,6,17112,3730
OD013_P02,67,7,17061,3738
OD013_P02,67,8,17167,240
OD013_P02,67,9,17166,245
OD013_P02,67,10,17158,2253
OD013_P02,67,11,15632,2256
OD013_P02,67,12,18014,3613
OD013_P02,67,13,17958,1268
OD013_P02,67,14,18007,1272
OD013_P02,67,15,18005,406
OD013_P02,67,16,17811,410
OD013_P02,67,17,17902,411
OD013_P02,67,18,17903,613
OD013_P02,67,19,17825,3108
OD013_P03,68,0,16918,3758
OD013_P03,68,1,16924,4732
OD013_P03,68,2,16621,3732
OD013_P03,68,3,17113,3733
OD013_P03,68,4,17117,3734
OD013_P03,68,5,17116,3729
OD013_P03,68,6,17112,3730
OD013_P03,68,7,17123,3740
OD013_P03,68,8,17120,3736
OD013_P03,68,9,17125,3742
OD013_P03,68,10,17068,4757
OD013_P03,68,11,17170,3763
OD013_P03,68,12,17162,3617
OD013_P03,68,13,17176,3615
OD013_P03,68,14,17164,2986
OD013_P03,68,15,17187,2980
OD013_P03,68,16,15631,2982
OD013_P03,68,17,17769,2415
OD013_P03,68,18,17820,2416
OD013_P03,68,19,18061,1301
OD013_P03,68,20,17808,153
OD013_P03,68,21,17904,154
OD013_P03,68,22,17825,3108
OD013_P04,69,0,16918,3758
OD013_P04,69,1,16924,4732
OD013_P04,69,2,16621,3732
OD013_P04,69,3,17113,3733
OD013_P04,69,4,17117,3734
OD013_P04,69,5,17116,3729
OD013_P04,69,6,17112,3730
OD013_P04,69,7,17061,3738
OD013_P04,69,8,17167,240
OD013_P04,69,9,17166,245
OD013_P04,69,10,17158,2253
OD013_P04,69,11,15632,2256
OD013_P04,69,12,18014,3613
OD013_P04,69,13,17960,1266
OD013_P04,69,14,18009,600
OD013_P04,69,15,18005,406
OD013_P04,69,16,17811,410
OD013_P04,69,17,17902,411
OD013_P04,69,18,17903,613
OD013_P04,69,19,17825,3108
OD014_P00,70,0,15990,4112
OD014_P00,70,1,16154,4113
OD014_P00,70,2,16155,4244
OD014_P00,70,3,16156,5049
OD014_P00,70,4,16145,5080
OD014_P00,70,5,15892,200
OD014_P00,70,6,16177,3960
OD014_P00,70,7,16297,4033
OD014_P00,70,8,16296,3621
OD014_P00,70,9,16290,2581
OD014_P00,70,10,16173,2580
OD014_P00,70,11,16315,3217
OD014_P00,70,12,16314,3355
OD014_P00,70,13,16309,3367
OD014_P00,70,14,16316,3301
OD014_P00,70,15,16325,495
OD014_P00,70,16,15865,490
OD014_P00,70,17,16510,494
OD014_P00,70,18,16554,3407
OD014_P00,70,19,16551,3392
